Country,Region,Year,Happiness Rank,Happiness Score,Economy GDP per Capita,Family Social Support,Health Life Expectancy,Freedom to Make Choices,Perceptions of Corruption,Generosity,Dystopia Residual,Population 2020,Population 2019,"COVID-19 deaths per 100,000 population in 2020"
Malta,Western Europe,2020,22,6.773,1.253,1.443,0.972,0.633,0.341,0.179,1.952,441539,502653,49.599
Malta,Western Europe,2021,23,6.602,1.411,1.055,0.747,0.664,0.183,0.275,2.268,441539,502653,49.599
Malta,Western Europe,2022,33,6.447,1.838,1.169,0.789,0.679,0.166,0.174,1.631,441539,502653,49.599
Mauritania,Sub-Saharan Africa,2015,124,4.436,0.454,0.869,0.359,0.242,0.175,0.219,2.118,4649660,4525696,7.463
Mauritania,Sub-Saharan Africa,2016,130,4.201,0.614,0.841,0.286,0.127,0.18,0.227,1.926,4649660,4525696,7.463
Mauritania,Sub-Saharan Africa,2017,123,4.292,0.648,1.272,0.285,0.096,0.137,0.202,1.652,4649660,4525696,7.463
Mauritania,Sub-Saharan Africa,2018,126,4.356,0.557,1.245,0.292,0.129,0.093,0.134,,4649660,4525696,7.463
Mauritania,Sub-Saharan Africa,2019,122,4.49,0.57,1.167,0.489,0.066,0.088,0.106,,4649660,4525696,7.463
Mauritania,Sub-Saharan Africa,2020,129,4.375,0.54,1.113,0.425,0.186,0.129,0.122,1.86,4649660,4525696,7.463
Mauritania,Sub-Saharan Africa,2021,134,4.227,0.666,0.749,0.273,0.218,0.133,0.119,2.69,4649660,4525696,7.463
Mauritania,Sub-Saharan Africa,2022,133,4.153,1.1,0.865,0.45,0.304,0.138,0.088,1.27,4649660,4525696,7.463
Mauritius,Sub-Saharan Africa,2015,71,5.477,1.008,0.985,0.71,0.561,0.075,0.377,1.761,1271767,1265711,0.786
Mauritius,Sub-Saharan Africa,2016,66,5.648,1.144,0.757,0.662,0.461,0.052,0.37,2.22,1271767,1265711,0.786
Mauritius,Sub-Saharan Africa,2017,64,5.629,1.189,1.21,0.638,0.491,0.042,0.361,1.698,1271767,1265711,0.786
Mauritius,Sub-Saharan Africa,2018,55,5.891,1.09,1.387,0.684,0.584,0.05,0.245,,1271767,1265711,0.786
Mauritius,Sub-Saharan Africa,2019,57,5.888,1.12,1.402,0.798,0.498,0.06,0.215,,1271767,1265711,0.786
Mauritius,Sub-Saharan Africa,2020,49,6.101,1.074,1.396,0.763,0.591,0.187,0.084,2.7,1271767,1265711,0.786
Mauritius,Sub-Saharan Africa,2021,50,6.049,1.178,0.996,0.574,0.59,0.096,0.153,2.462,1271767,1265711,0.786
Mauritius,Sub-Saharan Africa,2022,52,6.071,1.591,1.116,0.568,0.589,0.107,0.131,1.969,1271767,1265711,0.786
Mexico,Latin America and Caribbean,2015,14,7.187,1.021,0.915,0.814,0.482,0.213,0.141,3.62,128932753,127575529,97.576
Mexico,Latin America and Caribbean,2016,21,6.778,1.115,0.715,0.711,0.377,0.184,0.117,3.559,128932753,127575529,97.576
Mexico,Latin America and Caribbean,2017,25,6.578,1.153,1.211,0.71,0.413,0.133,0.121,2.837,128932753,127575529,97.576
Mexico,Latin America and Caribbean,2018,24,6.488,1.038,1.252,0.761,0.479,0.095,0.069,,128932753,127575529,97.576
Mexico,Latin America and Caribbean,2019,23,6.595,1.07,1.323,0.861,0.433,0.073,0.074,,128932753,127575529,97.576
Mexico,Latin America and Caribbean,2020,24,6.465,1.024,1.226,0.832,0.554,0.083,0.083,2.663,128932753,127575529,97.576
Mexico,Latin America and Caribbean,2021,36,6.317,1.126,0.83,0.634,0.585,0.089,0.092,2.961,128932753,127575529,97.576
Mexico,Latin America and Caribbean,2022,46,6.128,1.552,0.886,0.623,0.621,0.115,0.092,2.239,128932753,127575529,97.576
Moldova,Commonwealth of Independent States,2015,52,5.889,0.594,1.015,0.618,0.328,0.016,0.21,3.17,4033963,2657637,73.997
Moldova,Commonwealth of Independent States,2016,55,5.897,0.692,0.831,0.523,0.252,0.019,0.2,3.38,4033963,2657637,73.997
Moldova,Commonwealth of Independent States,2017,56,5.838,0.729,1.252,0.589,0.241,0.01,0.209,2.88,4033963,2657637,73.997
Moldova,Commonwealth of Independent States,2018,67,5.64,0.657,1.301,0.62,0.232,0,0.171,,4033963,2657637,73.997
Moldova,Commonwealth of Independent States,2019,71,5.529,0.685,1.328,0.739,0.245,0,0.181,,4033963,2657637,73.997
Moldova,Commonwealth of Independent States,2020,70,5.608,0.708,1.237,0.713,0.39,0.174,0.014,2.371,4033963,2657637,73.997
Moldova,Commonwealth of Independent States,2021,65,5.766,0.985,0.888,0.542,0.536,0.013,0.137,2.665,4033963,2657637,73.997
Moldova,Commonwealth of Independent States,2022,62,5.857,1.417,1.008,0.597,0.561,0.028,0.102,2.142,4033963,2657637,73.997
Mongolia,East Asia,2015,100,4.874,0.828,1.301,0.603,0.436,0.027,0.332,1.348,3278292,3225167,0.031
Mongolia,East Asia,2016,101,4.907,0.989,1.09,0.555,0.36,0.033,0.345,1.536,3278292,3225167,0.031
Mongolia,East Asia,2017,100,4.955,1.027,1.493,0.558,0.394,0.033,0.338,1.111,3278292,3225167,0.031
Mongolia,East Asia,2018,94,5.125,0.914,1.517,0.575,0.395,0.032,0.253,,3278292,3225167,0.031
Mongolia,East Asia,2019,83,5.285,0.948,1.531,0.667,0.317,0.038,0.235,,3278292,3225167,0.031
Mongolia,East Asia,2020,81,5.456,0.905,1.459,0.616,0.356,0.264,0.047,1.811,3278292,3225167,0.031
Mongolia,East Asia,2021,70,5.677,0.966,1.065,0.442,0.397,0.053,0.263,2.492,3278292,3225167,0.031
Mongolia,East Asia,2022,68,5.761,1.393,1.197,0.467,0.398,0.059,0.247,1.999,3278292,3225167,0.031
Montenegro,Central and Eastern Europe,2015,82,5.192,0.974,0.906,0.725,0.183,0.143,0.161,2.1,628062,622137,108.588
Montenegro,Central and Eastern Europe,2016,88,5.161,1.078,0.742,0.635,0.151,0.127,0.172,2.255,628062,622137,108.588
Montenegro,Central and Eastern Europe,2017,83,5.237,1.121,1.238,0.667,0.195,0.088,0.198,1.729,628062,622137,108.588
Montenegro,Central and Eastern Europe,2018,81,5.347,1.017,1.279,0.729,0.259,0.081,0.111,,628062,622137,108.588
Montenegro,Central and Eastern Europe,2019,73,5.523,1.051,1.361,0.871,0.197,0.08,0.142,,628062,622137,108.588
Montenegro,Central and Eastern Europe,2020,72,5.546,1.01,1.266,0.839,0.303,0.149,0.098,1.881,628062,622137,108.588
Montenegro,Central and Eastern Europe,2021,72,5.581,1.155,0.891,0.637,0.397,0.081,0.166,2.254,628062,622137,108.588
Montenegro,Central and Eastern Europe,2022,75,5.547,1.573,1.023,0.659,0.46,0.077,0.135,1.619,628062,622137,108.588
Morocco,Middle East and North Africa,2015,92,5.013,0.735,0.641,0.61,0.417,0.085,0.072,2.454,36910558,36471769,20.016
Morocco,Middle East and North Africa,2016,90,5.151,0.841,0.386,0.595,0.256,0.084,0.041,2.949,36910558,36471769,20.016
Morocco,Middle East and North Africa,2017,84,5.235,0.878,0.775,0.598,0.408,0.088,0.032,2.456,36910558,36471769,20.016
Morocco,Middle East and North Africa,2018,85,5.254,0.779,0.797,0.669,0.46,0.074,0.026,,36910558,36471769,20.016
Morocco,Middle East and North Africa,2019,89,5.208,0.801,0.782,0.782,0.418,0.076,0.036,,36910558,36471769,20.016
Morocco,Middle East and North Africa,2020,97,5.095,0.759,0.645,0.745,0.45,0.04,0.077,2.378,36910558,36471769,20.016
Morocco,Middle East and North Africa,2021,106,4.918,0.792,0.219,0.558,0.477,0.088,0.034,2.749,36910558,36471769,20.016
Morocco,Middle East and North Africa,2022,100,5.06,1.208,0.268,0.565,0.492,0.102,0.02,2.45,36910558,36471769,20.016
Mozambique,Sub-Saharan Africa,2015,94,4.971,0.083,1.026,0.091,0.34,0.156,0.223,3.51,31255435,30366036,0.531
Mozambique,Sub-Saharan Africa,2017,113,4.55,0.234,0.871,0.107,0.481,0.179,0.322,2.356,31255435,30366036,0.531
Mozambique,Sub-Saharan Africa,2018,123,4.417,0.198,0.902,0.173,0.531,0.158,0.206,,31255435,30366036,0.531
Mozambique,Sub-Saharan Africa,2019,123,4.466,0.204,0.986,0.39,0.494,0.138,0.197,,31255435,30366036,0.531
Mozambique,Sub-Saharan Africa,2020,120,4.624,0.179,0.955,0.324,0.561,0.22,0.163,2.221,31255435,30366036,0.531
Mozambique,Sub-Saharan Africa,2021,115,4.794,0.183,0.634,0.196,0.608,0.163,0.228,2.783,31255435,30366036,0.531
Mozambique,Sub-Saharan Africa,2022,101,5.048,0.578,0.66,0.191,0.593,0.2,0.185,2.641,31255435,30366036,0.531
Myanmar,Southeast Asia,2015,129,4.307,0.271,0.709,0.482,0.44,0.19,0.796,1.418,54409794,54045420,4.929
Myanmar,Southeast Asia,2016,119,4.395,0.341,0.7,0.399,0.427,0.202,0.82,1.57,54409794,54045420,4.929
Myanmar,Southeast Asia,2017,114,4.545,0.367,1.123,0.398,0.514,0.189,0.838,1.115,54409794,54045420,4.929
Myanmar,Southeast Asia,2018,130,4.308,0.682,1.174,0.429,0.58,0.178,0.598,,54409794,54045420,4.929
Myanmar,Southeast Asia,2019,131,4.36,0.71,1.181,0.555,0.525,0.172,0.566,,54409794,54045420,4.929
Myanmar,Southeast Asia,2020,133,4.308,0.678,1.098,0.495,0.597,0.57,0.188,0.681,54409794,54045420,4.929
Myanmar,Southeast Asia,2021,126,4.426,0.666,0.713,0.341,0.601,0.178,0.52,1.47,54409794,54045420,4.929
Myanmar,Southeast Asia,2022,126,4.394,1.038,0.829,0.491,0.513,0.194,0.452,0.877,54409794,54045420,4.929
Namibia,Sub-Saharan Africa,2016,113,4.574,0.933,0.704,0.347,0.486,0.104,0.078,1.922,2540916,2494530,8.068
Namibia,Sub-Saharan Africa,2017,111,4.574,0.964,1.098,0.339,0.52,0.093,0.077,1.482,2540916,2494530,8.068
Namibia,Sub-Saharan Africa,2018,119,4.441,0.874,1.281,0.365,0.519,0.064,0.051,,2540916,2494530,8.068
Namibia,Sub-Saharan Africa,2019,113,4.639,0.879,1.313,0.477,0.401,0.056,0.07,,2540916,2494530,8.068
Namibia,Sub-Saharan Africa,2020,122,4.571,0.84,1.246,0.407,0.445,0.076,0.054,1.53,2540916,2494530,8.068
Namibia,Sub-Saharan Africa,2021,124,4.574,0.882,0.801,0.262,0.411,0.059,0.091,2.68,2540916,2494530,8.068
Namibia,Sub-Saharan Africa,2022,124,4.459,1.292,0.877,0.354,0.384,0.071,0.067,1.414,2540916,2494530,8.068
Nepal,South Asia,2015,121,4.514,0.36,0.864,0.569,0.383,0.059,0.323,1.956,29136808,28608710,6.37
Nepal,South Asia,2016,107,4.793,0.446,0.697,0.501,0.37,0.07,0.382,2.327,29136808,28608710,6.37
Nepal,South Asia,2017,99,4.962,0.48,1.179,0.504,0.44,0.073,0.394,1.891,29136808,28608710,6.37
Nepal,South Asia,2018,101,4.88,0.425,1.228,0.539,0.526,0.078,0.302,,29136808,28608710,6.37
Nepal,South Asia,2019,100,4.913,0.446,1.226,0.677,0.439,0.089,0.285,,29136808,28608710,6.37
Nepal,South Asia,2020,92,5.137,0.444,1.101,0.669,0.481,0.301,0.128,2.14,29136808,28608710,6.37
Nepal,South Asia,2021,87,5.269,0.519,0.702,0.496,0.488,0.135,0.287,2.642,29136808,28608710,6.37
Nepal,South Asia,2022,84,5.377,0.984,0.784,0.499,0.519,0.13,0.237,2.224,29136808,28608710,6.37
Netherlands,Western Europe,2015,7,7.378,1.329,1.28,0.893,0.616,0.318,0.476,2.466,17134873,17332850,67.26
Netherlands,Western Europe,2016,7,7.339,1.465,1.029,0.812,0.552,0.299,0.474,2.77,17134873,17332850,67.26
Netherlands,Western Europe,2017,6,7.377,1.504,1.429,0.811,0.585,0.283,0.47,2.295,17134873,17332850,67.26
Netherlands,Western Europe,2018,6,7.441,1.361,1.488,0.878,0.638,0.295,0.333,,17134873,17332850,67.26
Netherlands,Western Europe,2019,5,7.488,1.396,1.522,0.999,0.557,0.298,0.322,,17134873,17332850,67.26
Netherlands,Western Europe,2020,6,7.449,1.339,1.464,0.976,0.614,0.336,0.369,2.352,17134873,17332850,67.26
Netherlands,Western Europe,2021,5,7.464,1.501,1.079,0.753,0.647,0.384,0.302,2.798,17134873,17332850,67.26
Netherlands,Western Europe,2022,5,7.415,1.945,1.206,0.787,0.651,0.419,0.271,2.137,17134873,17332850,67.26
New Zealand,North America and ANZ,2015,9,7.286,1.25,1.32,0.908,0.639,0.429,0.475,2.264,4822233,4917000,0.518
New Zealand,North America and ANZ,2016,8,7.334,1.361,1.173,0.831,0.581,0.419,0.494,2.476,4822233,4917000,0.518
New Zealand,North America and ANZ,2017,8,7.314,1.406,1.548,0.817,0.614,0.383,0.5,2.46,4822233,4917000,0.518
New Zealand,North America and ANZ,2018,8,7.324,1.268,1.601,0.876,0.669,0.389,0.365,,4822233,4917000,0.518
New Zealand,North America and ANZ,2019,8,7.307,1.303,1.557,1.026,0.585,0.38,0.33,,4822233,4917000,0.518
New Zealand,North America and ANZ,2020,8,7.3,1.242,1.487,1.008,0.647,0.326,0.461,2.128,4822233,4917000,0.518
New Zealand,North America and ANZ,2021,9,7.277,1.4,1.094,0.785,0.665,0.445,0.276,2.612,4822233,4917000,0.518
New Zealand,North America and ANZ,2022,10,7.2,1.852,1.235,0.752,0.68,0.483,0.245,1.954,4822233,4917000,0.518
Nicaragua,Latin America and Caribbean,2015,57,5.828,0.593,1.142,0.743,0.555,0.193,0.278,2.324,6624554,6545502,2.491
Nicaragua,Latin America and Caribbean,2016,48,5.992,0.694,0.895,0.652,0.466,0.163,0.298,2.824,6624554,6545502,2.491
Nicaragua,Latin America and Caribbean,2017,43,6.071,0.737,1.287,0.653,0.448,0.131,0.302,2.514,6624554,6545502,2.491
Nicaragua,Latin America and Caribbean,2018,41,6.141,0.668,1.319,0.7,0.527,0.128,0.208,,6624554,6545502,2.491
Nicaragua,Latin America and Caribbean,2019,45,6.105,0.694,1.325,0.835,0.435,0.127,0.2,,6624554,6545502,2.491
Nicaragua,Latin America and Caribbean,2020,46,6.137,0.62,1.271,0.803,0.56,0.213,0.174,2.496,6624554,6545502,2.491
Nicaragua,Latin America and Caribbean,2021,55,5.972,0.693,0.904,0.604,0.553,0.176,0.201,2.841,6624554,6545502,2.491
Nicaragua,Latin America and Caribbean,2022,45,6.165,1.105,1.029,0.617,0.617,0.212,0.168,2.418,6624554,6545502,2.491
Niger,Sub-Saharan Africa,2015,144,3.845,0.069,0.773,0.297,0.477,0.156,0.194,1.879,24206636,23310715,0.43
Niger,Sub-Saharan Africa,2016,142,3.856,0.133,0.605,0.262,0.38,0.172,0.21,2.95,24206636,23310715,0.43
Niger,Sub-Saharan Africa,2017,135,4.028,0.162,0.993,0.269,0.364,0.139,0.229,1.874,24206636,23310715,0.43
Niger,Sub-Saharan Africa,2018,134,4.166,0.131,0.867,0.221,0.39,0.099,0.175,,24206636,23310715,0.43
Niger,Sub-Saharan Africa,2019,114,4.628,0.138,0.774,0.366,0.318,0.102,0.188,,24206636,23310715,0.43
Niger,Sub-Saharan Africa,2020,103,4.91,0.108,0.704,0.299,0.435,0.208,0.138,3.18,24206636,23310715,0.43
Niger,Sub-Saharan Africa,2021,96,5.074,0.162,0.402,0.167,0.516,0.157,0.2,3.47,24206636,23310715,0.43
Niger,Sub-Saharan Africa,2022,104,5.003,0.57,0.56,0.326,0.571,0.145,0.165,2.667,24206636,23310715,0.43
Nigeria,Sub-Saharan Africa,2015,78,5.268,0.654,0.904,0.16,0.343,0.04,0.272,2.893,206139587,200963599,0.625
Nigeria,Sub-Saharan Africa,2016,103,4.875,0.752,0.645,0.051,0.279,0.031,0.232,2.886,206139587,200963599,0.625
Nigeria,Sub-Saharan Africa,2017,95,5.074,0.784,1.216,0.057,0.395,0.026,0.231,2.365,206139587,200963599,0.625
Nigeria,Sub-Saharan Africa,2018,91,5.155,0.689,1.172,0.048,0.462,0.032,0.201,,206139587,200963599,0.625
Nigeria,Sub-Saharan Africa,2019,85,5.265,0.696,1.111,0.245,0.426,0.041,0.215,,206139587,200963599,0.625
Nigeria,Sub-Saharan Africa,2020,115,4.724,0.646,0.987,0.168,0.435,0.221,0.048,2.22,206139587,200963599,0.625
Nigeria,Sub-Saharan Africa,2021,116,4.759,0.663,0.625,0.051,0.433,0.039,0.212,2.736,206139587,200963599,0.625
Nigeria,Sub-Saharan Africa,2022,118,4.552,1.079,0.732,0.3,0.444,0.038,0.175,1.784,206139587,200963599,0.625
North Cyprus,Western Europe,2015,66,5.695,1.208,1.07,0.924,0.49,0.143,0.262,1.599,0,0,0
North Cyprus,Western Europe,2016,62,5.771,1.311,0.818,0.841,0.436,0.166,0.263,1.934,0,0,0
North Cyprus,Western Europe,2017,61,5.81,1.347,1.186,0.835,0.471,0.155,0.267,1.549,0,0,0
North Cyprus,Western Europe,2020,76,5.536,1.213,1.183,1.026,0.478,0.199,0.2,1.237,0,0,0
North Cyprus,Western Europe,2021,74,5.536,1.377,0.806,0.801,0.503,0.2,0.196,1.653,0,0,0
North Cyprus,Western Europe,2022,79,5.467,1.815,0.888,0.819,0.523,0.213,0.13,1.78,0,0,0
North Macedonia,Central and Eastern Europe,2019,84,5.274,0.983,1.294,0.838,0.345,0.034,0.185,,2083380,2083459,120.141
North Macedonia,Central and Eastern Europe,2021,94,5.101,1.068,0.772,0.535,0.45,0.022,0.212,2.42,2083380,2083459,120.141
North Macedonia,Central and Eastern Europe,2022,89,5.199,1.505,0.863,0.637,0.488,0.031,0.215,1.461,2083380,2083459,120.141
Norway,Western Europe,2015,4,7.522,1.459,1.331,0.885,0.67,0.365,0.347,2.465,5421242,5347896,8.042
Norway,Western Europe,2016,4,7.498,1.577,1.127,0.796,0.596,0.358,0.379,2.665,5421242,5347896,8.042
Norway,Western Europe,2017,1,7.537,1.616,1.534,0.797,0.635,0.316,0.362,2.277,5421242,5347896,8.042
Norway,Western Europe,2018,2,7.594,1.456,1.582,0.861,0.686,0.34,0.286,,5421242,5347896,8.042
Norway,Western Europe,2019,3,7.554,1.488,1.582,1.028,0.603,0.341,0.271,,5421242,5347896,8.042
Norway,Western Europe,2020,5,7.488,1.424,1.495,1.008,0.67,0.288,0.434,2.168,5421242,5347896,8.042
Norway,Western Europe,2021,6,7.392,1.543,1.108,0.782,0.703,0.427,0.249,2.58,5421242,5347896,8.042
Norway,Western Europe,2022,8,7.365,1.997,1.239,0.786,0.728,0.474,0.217,1.925,5421242,5347896,8.042
Pakistan,South Asia,2015,81,5.194,0.595,0.414,0.515,0.121,0.105,0.337,3.17,220892331,216565318,4.607
Pakistan,South Asia,2016,92,5.132,0.688,0.261,0.403,0.146,0.139,0.312,3.183,220892331,216565318,4.607
Pakistan,South Asia,2017,80,5.269,0.727,0.673,0.402,0.235,0.124,0.315,2.792,220892331,216565318,4.607
Pakistan,South Asia,2018,75,5.472,0.652,0.81,0.424,0.334,0.113,0.216,,220892331,216565318,4.607
Pakistan,South Asia,2019,67,5.653,0.677,0.886,0.535,0.313,0.098,0.22,,220892331,216565318,4.607
Pakistan,South Asia,2020,66,5.693,0.617,0.873,0.47,0.405,0.229,0.123,2.977,220892331,216565318,4.607
Pakistan,South Asia,2021,105,4.934,0.637,0.423,0.322,0.418,0.097,0.252,2.784,220892331,216565318,4.607
Pakistan,South Asia,2022,121,4.516,1.049,0.413,0.374,0.448,0.112,0.181,1.94,220892331,216565318,4.607
Palestinian Territories,Middle East and North Africa,2015,108,4.715,0.599,0.926,0.66,0.245,0.129,0.113,2.44,5101416,4685306,27.443
Palestinian Territories,Middle East and North Africa,2016,108,4.754,0.67,0.716,0.568,0.177,0.106,0.112,2.44,5101416,4685306,27.443
Palestinian Territories,Middle East and North Africa,2017,103,4.775,0.716,1.156,0.566,0.255,0.089,0.114,1.879,5101416,4685306,27.443
Palestinian Territories,Middle East and North Africa,2018,104,4.743,0.642,1.217,0.602,0.266,0.076,0.086,,5101416,4685306,27.443
Palestinian Territories,Middle East and North Africa,2019,110,4.696,0.657,1.247,0.672,0.225,0.066,0.103,,5101416,4685306,27.443
Palestinian Territories,Middle East and North Africa,2020,125,4.553,0.588,1.195,0.614,0.299,0.092,0.072,1.694,5101416,4685306,27.443
Palestinian Territories,Middle East and North Africa,2021,125,4.517,0.646,0.819,0.434,0.33,0.075,0.082,2.131,5101416,4685306,27.443
Palestinian Territories,Middle East and North Africa,2022,122,4.483,1.148,0.957,0.521,0.336,0.079,0.073,1.368,5101416,4685306,27.443
Panama,Latin America and Caribbean,2015,25,6.786,1.064,1.199,0.797,0.542,0.093,0.244,2.848,4314768,4246439,93.215
Panama,Latin America and Caribbean,2016,25,6.701,1.183,0.989,0.708,0.489,0.084,0.242,3.6,4314768,4246439,93.215
Panama,Latin America and Caribbean,2017,30,6.452,1.234,1.373,0.706,0.55,0.071,0.211,2.37,4314768,4246439,93.215
Panama,Latin America and Caribbean,2018,27,6.43,1.112,1.438,0.759,0.597,0.063,0.125,,4314768,4246439,93.215
Panama,Latin America and Caribbean,2019,31,6.321,1.149,1.442,0.91,0.516,0.054,0.109,,4314768,4246439,93.215
Panama,Latin America and Caribbean,2020,36,6.305,1.098,1.376,0.879,0.58,0.097,0.054,2.221,4314768,4246439,93.215
Panama,Latin America and Caribbean,2021,41,6.18,1.298,0.976,0.667,0.596,0.053,0.079,2.59,4314768,4246439,93.215
Panama,Latin America and Caribbean,2022,37,6.309,1.715,1.107,0.709,0.592,0.051,0.049,2.86,4314768,4246439,93.215
Paraguay,Latin America and Caribbean,2015,53,5.878,0.76,1.305,0.661,0.539,0.082,0.342,2.189,7132530,7044636,31.714
Paraguay,Latin America and Caribbean,2016,70,5.538,0.894,1.111,0.583,0.462,0.074,0.253,2.161,7132530,7044636,31.714
Paraguay,Latin America and Caribbean,2017,70,5.493,0.933,1.507,0.579,0.474,0.091,0.224,1.685,7132530,7044636,31.714
Paraguay,Latin America and Caribbean,2018,64,5.681,0.835,1.522,0.615,0.541,0.074,0.162,,7132530,7044636,31.714
Paraguay,Latin America and Caribbean,2019,63,5.743,0.855,1.475,0.777,0.514,0.08,0.184,,7132530,7044636,31.714
Paraguay,Latin America and Caribbean,2020,67,5.692,0.898,1.368,0.736,0.587,0.204,0.065,1.834,7132530,7044636,31.714
Paraguay,Latin America and Caribbean,2021,71,5.653,0.983,0.97,0.549,0.602,0.037,0.206,2.36,7132530,7044636,31.714
Paraguay,Latin America and Caribbean,2022,73,5.578,1.409,1.13,0.624,0.629,0.059,0.171,1.555,7132530,7044636,31.714
Peru,Latin America and Caribbean,2015,58,5.824,0.9,0.975,0.73,0.415,0.06,0.15,2.595,32971846,32510453,114.279
Peru,Latin America and Caribbean,2016,64,5.743,0.996,0.813,0.63,0.375,0.053,0.145,2.731,32971846,32510453,114.279
Peru,Latin America and Caribbean,2017,63,5.715,1.035,1.219,0.63,0.45,0.047,0.127,2.27,32971846,32510453,114.279
Peru,Latin America and Caribbean,2018,65,5.663,0.934,1.249,0.674,0.53,0.034,0.092,,32971846,32510453,114.279
Peru,Latin America and Caribbean,2019,65,5.697,0.96,1.274,0.854,0.455,0.027,0.083,,32971846,32510453,114.279
Peru,Latin America and Caribbean,2020,63,5.797,0.919,1.208,0.824,0.513,0.092,0.027,2.213,32971846,32510453,114.279
Peru,Latin America and Caribbean,2021,63,5.84,0.986,0.833,0.623,0.536,0.031,0.087,2.744,32971846,32510453,114.279
Peru,Latin America and Caribbean,2022,74,5.559,1.397,0.865,0.735,0.545,0.037,0.09,1.89,32971846,32510453,114.279
Philippines,Southeast Asia,2015,90,5.073,0.705,1.035,0.581,0.625,0.123,0.25,1.754,109581085,108116615,8.436
Philippines,Southeast Asia,2016,82,5.279,0.812,0.879,0.47,0.549,0.118,0.217,2.235,109581085,108116615,8.436
Philippines,Southeast Asia,2017,72,5.43,0.858,1.254,0.468,0.585,0.099,0.194,1.973,109581085,108116615,8.436
Philippines,Southeast Asia,2018,71,5.524,0.775,1.312,0.513,0.643,0.105,0.12,,109581085,108116615,8.436
Philippines,Southeast Asia,2019,69,5.631,0.807,1.293,0.657,0.558,0.107,0.117,,109581085,108116615,8.436
Philippines,Southeast Asia,2020,52,6.006,0.775,1.245,0.602,0.622,0.129,0.13,2.52,109581085,108116615,8.436
Philippines,Southeast Asia,2021,61,5.88,0.853,0.828,0.426,0.651,0.126,0.125,2.872,109581085,108116615,8.436
Philippines,Southeast Asia,2022,60,5.904,1.268,0.912,0.514,0.678,0.142,0.107,2.283,109581085,108116615,8.436
Poland,Central and Eastern Europe,2015,60,5.791,1.126,1.279,0.779,0.531,0.042,0.168,1.866,37846605,37970874,75.447
Poland,Central and Eastern Europe,2016,57,5.835,1.246,1.047,0.691,0.452,0.055,0.144,2.2,37846605,37970874,75.447
Poland,Central and Eastern Europe,2017,46,5.973,1.292,1.446,0.699,0.52,0.059,0.158,1.798,37846605,37970874,75.447
Poland,Central and Eastern Europe,2018,42,6.123,1.176,1.448,0.781,0.546,0.064,0.108,,37846605,37970874,75.447
Poland,Central and Eastern Europe,2019,40,6.182,1.206,1.438,0.884,0.483,0.05,0.117,,37846605,37970874,75.447
Poland,Central and Eastern Europe,2020,43,6.186,1.169,1.31,0.868,0.558,0.063,0.161,2.57,37846605,37970874,75.447
Poland,Central and Eastern Europe,2021,44,6.166,1.309,0.982,0.668,0.558,0.13,0.08,2.438,37846605,37970874,75.447
Poland,Central and Eastern Europe,2022,48,6.123,1.758,1.174,0.712,0.523,0.14,0.124,1.693,37846605,37970874,75.447
Portugal,Western Europe,2015,88,5.102,1.16,1.139,0.875,0.515,0.011,0.137,1.265,10196707,10269417,67.728
Portugal,Western Europe,2016,94,5.123,1.276,0.944,0.794,0.447,0.015,0.117,1.53,10196707,10269417,67.728
Portugal,Western Europe,2017,89,5.195,1.315,1.367,0.796,0.498,0.016,0.095,1.18,10196707,10269417,67.728
Portugal,Western Europe,2018,77,5.41,1.188,1.429,0.884,0.562,0.017,0.055,,10196707,10269417,67.728
Portugal,Western Europe,2019,66,5.693,1.221,1.431,0.999,0.508,0.025,0.047,,10196707,10269417,67.728
Portugal,Western Europe,2020,59,5.911,1.169,1.34,0.979,0.59,0.053,0.028,1.753,10196707,10269417,67.728
Portugal,Western Europe,2021,58,5.929,1.323,0.939,0.76,0.621,0.033,0.029,2.225,10196707,10269417,67.728
Portugal,Western Europe,2022,56,6.016,1.76,1.078,0.777,0.655,0.039,0.016,1.691,10196707,10269417,67.728
Romania,Central and Eastern Europe,2015,86,5.124,1.043,0.886,0.769,0.351,0.006,0.137,1.931,19237682,19356544,81.959
Romania,Central and Eastern Europe,2016,71,5.528,1.17,0.728,0.676,0.367,0.007,0.129,2.452,19237682,19356544,81.959
Romania,Central and Eastern Europe,2017,57,5.825,1.218,1.15,0.685,0.457,0.004,0.134,2.177,19237682,19356544,81.959
Romania,Central and Eastern Europe,2018,52,5.945,1.116,1.219,0.726,0.528,0.001,0.088,,19237682,19356544,81.959
Romania,Central and Eastern Europe,2019,48,6.07,1.162,1.232,0.825,0.462,0.005,0.083,,19237682,19356544,81.959
Romania,Central and Eastern Europe,2020,47,6.124,1.12,1.194,0.792,0.535,0.068,0.001,2.413,19237682,19356544,81.959
Romania,Central and Eastern Europe,2021,46,6.14,1.275,0.832,0.595,0.564,0.001,0.045,2.83,19237682,19356544,81.959
Romania,Central and Eastern Europe,2022,28,6.477,1.719,1.006,0.655,0.605,0.006,0.039,2.446,19237682,19356544,81.959
Russia,Commonwealth of Independent States,2015,64,5.716,1.138,1.236,0.669,0.367,0.03,0.002,2.274,145934460,144373535,38.559
Russia,Commonwealth of Independent States,2016,56,5.856,1.232,1.053,0.59,0.327,0.036,0.027,2.591,145934460,144373535,38.559
